Player;Nation;Pos;Age;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;G+A-PK;clubs;GoalsPer90;xGPer90;xAPer90;xGContribution;FairPlayScore;Nb_IndividualTitles;IndividualTitlesDetail;TeamTitles_Team;TeamTitlesDetail;ImpactScore;RecordsScore;PopularityScore;Finalist_UCL;BookmakersScore
Wisdom Mike;de GER;FW;16;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Noel Nkili;de GER;MF;19;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Anthony Pavlesic;au AUS;GK;19;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Max Schmitt;de GER;GK;19;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Mohamed Salah;eg EGY;FW;32;0.0;37;3281.0;36.5;28.0;18.0;46.0;19.0;9.0;9.0;1.0;0.0;24.8;17.8;13.7;31.5;153.0;140.0;470.0;1.01;Liverpool;0.7680585187442853;0.680280402316367;0.3758000609570253;1.0560804632733922;9.0;0;Aucun;;;8.8;5.0;9.8;0.0;3.4
Virgil van Dijk;nl NED;DF;33;0.0;36;3240.0;36.0;3.0;1.0;4.0;3.0;0.0;0.0;4.0;0.0;2.2;2.2;0.7;3.0;18.0;182.0;6.0;0.11;Liverpool;0.0833333333333333;0.0611111111111111;0.0194444444444444;0.0805555555555555;6.0;0;Aucun;;;;;;;
Ryan Gravenberch;nl NED;MF;23;0.0;36;3093.0;34.4;0.0;4.0;4.0;0.0;0.0;0.0;5.0;0.0;1.1;1.1;2.9;4.0;67.0;174.0;54.0;0.12;Liverpool;0.0;0.032007759456838;0.084384093113482;0.11639185257032;5.0;0;Aucun;;;;;;;
Alexis Mac Allister;ar ARG;MF;26;0.0;30;2599.0;28.9;5.0;5.0;10.0;5.0;0.0;0.0;6.0;0.0;2.8;2.8;4.7;7.5;36.0;177.0;80.0;0.35;Liverpool;0.1731435167372066;0.0969603693728357;0.1627549057329742;0.2597152751058099;4.0;0;Aucun;;;;;;;
Ibrahima Konaté;fr FRA;DF;25;0.0;29;2500.0;27.8;1.0;2.0;3.0;1.0;0.0;0.0;5.0;0.0;1.7;1.7;1.0;2.7;21.0;109.0;3.0;0.11;Liverpool;0.036;0.0612;0.036;0.0972;5.0;0;Aucun;;;;;;;
Dominik Szoboszlai;hu HUN;MF;24;0.0;28;2432.0;27.0;6.0;6.0;12.0;6.0;0.0;0.0;6.0;0.0;7.3;7.3;7.3;14.6;71.0;124.0;124.0;0.44;Liverpool;0.2220394736842105;0.2701480263157895;0.2701480263157895;0.540296052631579;4.0;0;Aucun;;;;;;;
Andrew Robertson;sct SCO;DF;31;0.0;28;2398.0;26.6;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.2;1.2;4.6;5.8;62.0;167.0;97.0;0.04;Liverpool;0.0;0.0450375312760633;0.1726438698915763;0.2176814011676396;4.0;0;Aucun;;;;;;;
Trent Alexander-Arnold;eng ENG;DF;26;0.0;28;2320.0;25.8;3.0;6.0;9.0;3.0;0.0;0.0;5.0;0.0;1.9;1.9;6.7;8.6;50.0;228.0;90.0;0.35;Liverpool;0.1163793103448275;0.0737068965517241;0.2599137931034482;0.3336206896551724;5.0;0;Aucun;;;;;;;
Alisson;br BRA;GK;32;0.0;27;2418.0;26.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.0;1.0;0.0;0.0;Liverpool;0.0;0.0;0.0223325062034739;0.0223325062034739;10.0;0;Aucun;;;;;;;
Luis Díaz;co COL;FW;28;0.0;27;2331.0;25.9;13.0;5.0;18.0;13.0;0.0;0.0;2.0;0.0;11.3;11.3;5.0;16.3;108.0;108.0;284.0;0.69;Liverpool;0.5019305019305019;0.4362934362934363;0.193050193050193;0.6293436293436294;8.0;0;Aucun;;;;;;;
Cody Gakpo;nl NED;FW;26;0.0;22;1845.0;20.5;10.0;3.0;13.0;10.0;0.0;0.0;5.0;0.0;7.0;7.0;4.0;11.0;56.0;52.0;259.0;0.63;Liverpool;0.4878048780487805;0.3414634146341463;0.1951219512195122;0.5365853658536586;5.0;0;Aucun;;;;;;;
Curtis Jones;eng ENG;MF,DF;24;0.0;18;1621.0;18.0;3.0;3.0;6.0;3.0;0.0;0.0;3.0;1.0;4.3;4.3;1.1;5.4;28.0;104.0;76.0;0.33;Liverpool;0.1665638494756323;0.2387415175817396;0.0610734114743985;0.2998149290561381;4.0;0;Aucun;;;;;;;
Diogo Jota;pt POR;FW;28;0.0;14;1166.0;13.0;6.0;3.0;9.0;6.0;0.0;0.0;2.0;0.0;7.6;7.6;1.8;9.4;37.0;33.0;87.0;0.69;Liverpool;0.4631217838765008;0.5866209262435678;0.1389365351629502;0.725557461406518;8.0;0;Aucun;;;;;;;
Caoimhín Kelleher;ie IRL;GK;26;0.0;10;900.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Kostas Tsimikas;gr GRE;DF;29;0.0;9;837.0;9.3;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.4;0.4;2.1;2.5;17.0;76.0;43.0;0.11;Liverpool;0.0;0.043010752688172;0.2258064516129032;0.2688172043010752;8.0;0;Aucun;;;;;;;
Darwin Núñez;uy URU;FW;25;0.0;8;1103.0;12.3;5.0;2.0;7.0;5.0;0.0;0.0;8.0;0.0;5.3;5.3;1.3;6.6;23.0;27.0;76.0;0.57;Liverpool;0.4079782411604714;0.4324569356300997;0.1060743427017225;0.5385312783318222;2.0;0;Aucun;;;;;;;
Conor Bradley;nir NIR;DF;21;0.0;6;709.0;7.9;0.0;2.0;2.0;0.0;0.0;0.0;4.0;0.0;0.7;0.7;1.4;2.1;32.0;28.0;33.0;0.25;Liverpool;0.0;0.0888575458392101;0.1777150916784202;0.2665726375176304;6.0;0;Aucun;;;;;;;
Joe Gomez;eng ENG;DF;27;0.0;6;519.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3;0.3;0.1;0.4;5.0;35.0;2.0;0.0;Liverpool;0.0;0.0520231213872832;0.0173410404624277;0.0693641618497109;9.0;0;Aucun;;;;;;;
Jarell Quansah;eng ENG;DF;22;0.0;4;495.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.1;0.1;0.1;0.2;3.0;19.0;4.0;0.0;Liverpool;0.0;0.0181818181818181;0.0181818181818181;0.0363636363636363;8.0;0;Aucun;;;;;;;
Harvey Elliott;eng ENG;MF,FW;22;0.0;2;365.0;4.1;1.0;2.0;3.0;1.0;0.0;0.0;1.0;0.0;1.8;1.8;1.1;2.8;10.0;44.0;30.0;0.74;Liverpool;0.2465753424657534;0.4438356164383562;0.2712328767123288;0.7150684931506851;9.0;0;Aucun;;;;;;;
Wataru Endo;jp JPN;MF,DF;32;0.0;1;251.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;1.0;15.0;7.0;0.0;Liverpool;0.0;0.0;0.0358565737051792;0.0358565737051792;10.0;0;Aucun;;;;;;;
Federico Chiesa;it ITA;FW;27;0.0;1;108.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.2;0.5;3.0;3.0;7.0;0.0;Liverpool;0.0;0.25;0.1666666666666666;0.4166666666666667;10.0;0;Aucun;;;;;;;
Vitezslav Jaros;cz CZE;GK;23;0.0;0;12.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Jayden Danns;eng ENG;MF;19;0.0;0;11.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Harvey Davies;eng ENG;GK;21;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
James McConnell;eng ENG;MF;20;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Tyler Morton;eng ENG;MF;22;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Amara Nallo;eng ENG;DF;18;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Trey Nyoni;eng ENG;MF;17;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Bernd Leno;de GER;GK;33;0.0;37;3330.0;37.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.03;Inter Milan;0.0;0.0;0.0027027027027027;0.0027027027027027;5.0;0;Aucun;;;;;;;
Alex Iwobi;ng NGA;FW,MF;29;0.0;35;2951.0;32.8;9.0;6.0;15.0;9.0;0.0;0.0;1.0;0.0;4.7;4.7;7.0;11.7;141.0;208.0;237.0;0.46;Inter Milan;0.2744832260250762;0.1433412402575398;0.2134869535750592;0.356828193832599;9.0;0;Aucun;;;;;;;
Antonee Robinson;us USA;DF;27;0.0;34;3077.0;34.2;0.0;10.0;10.0;0.0;0.0;0.0;8.0;0.0;0.7;0.7;4.2;4.9;117.0;127.0;269.0;0.29;Inter Milan;0.0;0.0204744881377965;0.1228469288267793;0.1433214169645759;2.0;0;Aucun;;;;;;;
Calvin Bassey;ng NGA;DF;25;0.0;34;3074.0;34.2;1.0;0.0;1.0;1.0;0.0;0.0;7.0;0.0;1.0;1.0;0.1;1.2;39.0;116.0;15.0;0.03;Inter Milan;0.029277813923227;0.029277813923227;0.0029277813923227;0.0322055953155497;3.0;0;Aucun;;;;;;;
Raúl Jiménez;mx MEX;FW;34;0.0;29;2404.0;26.7;12.0;3.0;15.0;9.0;3.0;3.0;4.0;0.0;11.7;9.4;3.3;12.7;35.0;61.0;124.0;0.45;Inter Milan;0.4492512479201331;0.4380199667221297;0.1235440931780366;0.5615640599001663;6.0;0;Aucun;;;;;;;
Joachim Andersen;dk DEN;DF;28;0.0;28;2493.0;27.7;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;1.0;1.0;0.3;1.4;16.0;111.0;2.0;0.0;Inter Milan;0.0;0.0361010830324909;0.0108303249097472;0.0469314079422382;1.0;0;Aucun;;;;;;;
Saša Lukić;rs SRB;MF;28;0.0;27;2259.0;25.1;0.0;2.0;2.0;0.0;0.0;0.0;12.0;0.0;1.2;1.2;2.7;3.9;39.0;94.0;31.0;0.08;Inter Milan;0.0;0.047808764940239;0.1075697211155378;0.1553784860557769;0.0;0;Aucun;;;;;;;
Sander Berge;no NOR;MF;27;0.0;26;2219.0;24.7;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.2;0.2;0.6;0.8;29.0;120.0;9.0;0.0;Inter Milan;0.0;0.0081117620549797;0.0243352861649391;0.0324470482199188;4.0;0;Aucun;;;;;;;
Emile Smith Rowe;eng ENG;MF;24;0.0;25;2013.0;22.4;6.0;3.0;9.0;6.0;0.0;0.0;3.0;0.0;4.5;4.5;1.4;5.9;53.0;122.0;123.0;0.4;Inter Milan;0.2682563338301043;0.2011922503725782;0.0625931445603576;0.2637853949329359;7.0;0;Aucun;;;;;;;
Andreas Pereira;br BRA;MF;29;0.0;24;1953.0;21.7;2.0;4.0;6.0;2.0;0.0;1.0;7.0;0.0;3.5;2.7;4.5;7.2;29.0;103.0;80.0;0.28;Inter Milan;0.0921658986175115;0.1612903225806451;0.2073732718894009;0.3686635944700461;3.0;0;Aucun;;;;;;;
Kenny Tete;nl NED;DF;29;0.0;20;1684.0;18.7;0.0;2.0;2.0;0.0;0.0;0.0;5.0;0.0;1.3;1.3;0.9;2.2;34.0;62.0;53.0;0.11;Inter Milan;0.0;0.0694774346793349;0.0480997624703087;0.1175771971496437;5.0;0;Aucun;;;;;;;
Adama Traoré;es ESP;FW,MF;29;0.0;17;1699.0;18.9;2.0;7.0;9.0;2.0;0.0;0.0;3.0;0.0;3.9;3.9;4.9;8.8;99.0;67.0;156.0;0.48;Inter Milan;0.1059446733372572;0.2065921130076515;0.2595644496762802;0.4661565626839318;7.0;0;Aucun;;;;;;;
Timothy Castagne;be BEL;DF;29;0.0;17;1649.0;18.3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.4;0.4;1.2;1.6;17.0;62.0;67.0;0.05;Inter Milan;0.0;0.0218314129775621;0.0654942389326864;0.0873256519102486;9.0;0;Aucun;;;;;;;
Issa Diop;fr FRA;DF;28;0.0;15;1339.0;14.9;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.5;0.5;0.1;0.6;6.0;25.0;3.0;0.0;Inter Milan;0.0;0.0336071695294996;0.0067214339058999;0.0403286034353995;8.0;0;Aucun;;;;;;;
Harry Wilson;wls WAL;FW,MF;28;0.0;11;1102.0;12.2;6.0;1.0;7.0;6.0;0.0;0.0;2.0;0.0;4.0;4.0;1.1;5.1;18.0;50.0;94.0;0.57;Inter Milan;0.4900181488203267;0.3266787658802178;0.0898366606170599;0.4165154264972777;8.0;0;Aucun;;;;;;;
Rodrigo Muniz;br BRA;FW;24;0.0;8;964.0;10.7;8.0;1.0;9.0;8.0;0.0;0.0;1.0;0.0;5.8;5.8;0.7;6.5;6.0;27.0;31.0;0.84;Inter Milan;0.7468879668049793;0.54149377593361;0.0653526970954356;0.6068464730290457;9.0;0;Aucun;;;;;;;
Ryan Sessegnon;eng ENG;FW,DF;25;0.0;7;563.0;6.3;4.0;2.0;6.0;4.0;0.0;0.0;1.0;0.0;1.6;1.6;1.0;2.6;15.0;20.0;56.0;0.96;Inter Milan;0.6394316163410302;0.2557726465364121;0.1598579040852575;0.4156305506216696;9.0;0;Aucun;;;;;;;
Reiss Nelson;eng ENG;FW;25;0.0;5;487.0;5.4;1.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;1.1;1.1;1.0;2.1;45.0;35.0;63.0;0.37;Inter Milan;0.1848049281314168;0.2032854209445585;0.1848049281314168;0.3880903490759753;9.0;0;Aucun;;;;;;;
Jorge Cuenca;es ESP;DF;25;0.0;3;261.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Tom Cairney;sct SCO;MF;34;0.0;2;555.0;6.2;2.0;0.0;2.0;2.0;0.0;0.0;3.0;1.0;0.5;0.5;1.0;1.5;17.0;51.0;33.0;0.32;Inter Milan;0.3243243243243243;0.081081081081081;0.1621621621621621;0.2432432432432432;4.0;0;Aucun;;;;;;;
Willian;br BRA;FW,MF;36;0.0;2;257.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.5;0.8;11.0;40.0;33.0;0.0;Inter Milan;0.0;0.1050583657587548;0.1750972762645914;0.2801556420233463;10.0;0;Aucun;;;;;;;
Joshua King;eng ENG;MF;18;0.0;1;113.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.4;0.7;3.0;7.0;15.0;0.0;Inter Milan;0.0;0.1592920353982301;0.3185840707964602;0.4778761061946903;10.0;0;Aucun;;;;;;;
Harrison Reed;eng ENG;MF;30;0.0;0;108.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.2;0.2;0.1;0.3;1.0;4.0;7.0;0.0;Inter Milan;0.0;0.1666666666666666;0.0833333333333333;0.25;8.0;0;Aucun;;;;;;;
Martial Godo;eng ENG;FW,DF;22;0.0;0;24.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;2.0;3.0;6.0;0.0;Inter Milan;0.0;0.0;0.375;0.375;10.0;0;Aucun;;;;;;;
Carlos Vinícius;br BRA;MF,FW;30;0.0;0;16.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Jay Stansfield;eng ENG;MF;22;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Samuel Amissah;eng ENG;DF;18;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
Steven Benda;de GER;GK;26;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;10.0;0;Aucun;;;;;;;
